"comid","tocomid","TOT_NLCD01_11","TOT_NLCD01_12","TOT_NLCD01_21","TOT_NLCD01_22","TOT_NLCD01_23","TOT_NLCD01_24","TOT_NLCD01_31","TOT_NLCD01_41","TOT_NLCD01_42","TOT_NLCD01_43","TOT_NLCD01_52","TOT_NLCD01_71","TOT_NLCD01_81","TOT_NLCD01_82","TOT_NLCD01_90","TOT_NLCD01_95","TOT_NODATA"
23809466,23809464,0.1,0,0.14,0,0,0,0.02,0,89.87,0,8.6,0.97,0,0.3,0,0,NA
23809468,23809466,0.13,0,0.19,0,0,0,0.03,0,88.89,0,9.42,0.94,0,0.41,0,0,NA
23809470,23809468,0.17,0,0.25,0,0,0,0.04,0,87.34,0,10.75,0.91,0,0.54,0,0,NA
23809472,23809470,0,0,0,0,0,0,0,0,86.89,0,12.39,0.73,0,0,0,0,NA
23809474,23809472,0,0,0,0,0,0,0,0,87.27,0,12.25,0.48,0,0,0,0,NA
23809476,23809454,3.1,0,0.12,0,0,0,0.15,0,88.59,0,7.52,0.52,0,0,0,0,NA
23809478,23809476,0.62,0,0.13,0,0,0,0.11,0,91.68,0,6.88,0.57,0,0,0,0,NA
23809480,23809478,0.11,0,0,0,0,0,0,0,90.63,0,9.23,0.03,0,0,0,0.01,NA
23809482,23809480,0.09,0,0,0,0,0,0,0,90.54,0,9.33,0.03,0,0,0,0.01,NA
23809484,23809482,1.11,0,0,0,0,0,0,0,81.02,0,17.52,0.35,0,0,0,0,NA
23809486,23809452,2.19,0,0,0,0,0,0.07,0,81.82,0.03,15.6,0.19,0,0,0,0.11,NA
23809488,23809486,0.35,0,0,0,0,0,0,0,83.2,0.03,16.11,0.19,0,0,0,0.11,NA
23809490,23809488,0.47,0,0,0,0,0,0,0,82.34,0,16.78,0.26,0,0,0,0.15,NA
23809492,23809148,0.2,0,0,0,0,0,0.15,0,93.28,0,6.19,0.17,0,0,0,0,NA
23809494,23809492,0.21,0,0,0,0,0,0.16,0,93.36,0,6.08,0.18,0,0,0,0,NA
23809496,23809494,0.23,0,0,0,0,0,0.18,0,93.14,0,6.24,0.2,0,0,0,0,NA
23809498,23809496,0.07,0,0,0,0,0,0.18,0,91.76,0,7.74,0.26,0,0,0,0,NA
23809500,23809498,0.07,0,0,0,0,0,0.19,0,91.58,0,7.88,0.27,0,0,0,0,NA
23809502,23809500,0,0,0,0,0,0,0.21,0,91,0,8.5,0.29,0,0,0,0,NA
23809504,23809502,0,0,0,0,0,0,0.23,0,90.86,0,8.65,0.26,0,0,0,0,NA
23809506,23809504,0,0,0,0,0,0,0.26,0,90.86,0,8.6,0.28,0,0,0,0,NA
23809508,23809506,0,0,0,0,0,0,0.24,0,90.36,0,9.09,0.31,0,0,0,0,NA
23809510,23809508,0,0,0,0,0,0,0.03,0,92.95,0,6.59,0.43,0,0,0,0,NA
23809512,23809510,0,0,0,0,0,0,0,0,97.36,0,2.41,0.24,0,0,0,0,NA
23809514,23809062,0.03,0,1.47,0.26,0.1,0.01,0.05,0.36,63.77,3.17,16.77,3.97,5.29,4.73,0.01,0,NA
23809516,23809514,0.03,0,1.47,0.26,0.1,0.01,0.05,0.36,63.77,3.17,16.77,3.97,5.29,4.73,0.01,0,NA
23809518,23809516,0.03,0,1.47,0.26,0.1,0.01,0.05,0.36,63.77,3.17,16.77,3.97,5.29,4.73,0.01,0,NA
23809520,23809518,0.03,0,1,0.11,0.05,0,0.05,0.28,68.21,2.89,17.86,3.74,3.18,2.59,0,0,NA
23809522,23809520,0.02,0,0.79,0.04,0.01,0,0.04,0.15,75.21,1.35,15.32,2.1,3.09,1.89,0,0,NA
23809524,23809522,0.02,0,0.06,0.01,0,0,0.02,0.08,84.94,0.73,11.32,0.89,0.9,1.02,0,0,NA
23809526,23809524,0.03,0,0.01,0,0,0,0.01,0.05,88.73,0.18,10.41,0.26,0.15,0.17,0,0,NA
23809528,23809526,0,0,0,0,0,0,0,0,90.8,0.07,9.11,0.02,0,0,0,0,NA
23809530,23809528,0,0,0,0,0,0,0,0,92.76,0,7.2,0.04,0,0,0,0,NA
23809532,23809530,0,0,0,0,0,0,0,0,95.53,0,4.41,0.06,0,0,0,0,NA
23809534,23809526,0.01,0,0,0,0,0,0.02,0,91.72,0,8.25,0,0,0,0,0,NA
23809536,23809534,0.01,0,0,0,0,0,0.02,0,92.28,0,7.69,0,0,0,0,0,NA
23809538,23809536,0.01,0,0,0,0,0,0.02,0,93.76,0,6.2,0,0,0,0,0,NA
23809540,23809538,0,0,0,0,0,0,0.02,0,97.08,0,2.9,0,0,0,0,0,NA
23809542,23809540,0,0,0,0,0,0,0.02,0,96.97,0,3,0,0,0,0,0,NA
23809544,23809542,0,0,0,0,0,0,0,0,98.52,0,1.48,0,0,0,0,0,NA
23809546,23809544,0,0,0,0,0,0,0,0,99.24,0,0.76,0,0,0,0,0,NA
23809548,23809520,0.06,0,0.77,0.08,0.02,0,0.06,0.33,60.25,4.12,24.06,6.61,1.9,1.73,0,0,NA
23809550,23809548,0.07,0,0.1,0.02,0.01,0,0.06,0.26,64.94,3.38,22.75,5.52,1.5,1.4,0,0,NA
23809552,23809550,0.09,0,0.13,0.02,0.01,0,0.08,0.1,66.94,2.22,25.33,4.14,0.57,0.37,0,0,NA
23809554,23809552,0.1,0,0.08,0.01,0.01,0,0.08,0.01,69.72,1.25,25.31,3.32,0.07,0.03,0,0,NA
23809556,23809554,0.14,0,0.11,0.01,0.01,0,0.09,0,69.22,0.8,26.48,3.01,0.09,0.03,0,0,NA
23809558,23809556,0.18,0,0.14,0.01,0.01,0,0.1,0,67.77,0.32,28.42,2.88,0.12,0.04,0,0,NA
23809560,23809558,0,0,0,0,0,0,0.04,0,79.16,0.05,18.07,2.68,0,0,0,0,NA
23809562,23809560,0,0,0,0,0,0,0.18,0,83.41,0,16.2,0.21,0,0,0,0,NA
23809564,23809052,0.47,0,7.04,4.98,1.73,0.49,0,2.15,20.07,7.46,6.16,7.69,21.67,19.52,0.52,0.05,NA
23809566,23809564,0.47,0,7.04,4.98,1.73,0.49,0,2.15,20.07,7.46,6.16,7.69,21.67,19.52,0.52,0.05,NA
23809568,23809566,0.51,0,6.86,4.23,1.74,0.51,0,2,20.54,7.54,6.62,7.99,20.82,20.15,0.43,0.04,NA
23809570,23809598,0.53,0,7.18,5.55,3.01,0.87,0,2.08,22.28,6.8,4.86,10.44,13.67,22.69,0.03,0,NA
23809572,23809570,0.04,0,8.53,7.97,4.45,1.31,0,2.06,18.91,5.13,6.04,11.99,12.55,21.02,0,0,NA
23809574,23809572,0.03,0,9.22,10.38,6.05,1.8,0,1.85,17.97,4.05,6.22,10.7,13.25,18.46,0,0,NA
23809576,23809574,0.04,0,9.16,10.86,6.52,1.97,0,1.56,19.86,4.42,7.5,10.01,12.65,15.44,0,0,NA
23809578,23809568,1.05,0,8.5,6.9,2.33,0.75,0,3.12,8.14,3.19,1.64,4.93,32.09,26.68,0.62,0.07,NA
23809580,23809578,1.17,0,9.04,7.45,2.57,0.84,0,3.3,7.02,2.48,1.36,4.86,31.02,28.29,0.56,0.06,NA
23809582,23809580,0.47,0,8.02,6.16,1.77,0.61,0,3.21,5.86,1.73,1.98,7,31.67,31.33,0.2,0,NA
23809584,23809582,0.48,0,7.99,5.93,1.71,0.6,0,3.25,5.93,1.78,1.97,6.64,32.26,31.26,0.2,0,NA
23809586,23809584,0.51,0,9.34,6.71,1.11,0.16,0,2.57,5.38,1.72,1.27,5.96,34.84,30.37,0.07,0,NA
23809588,23809586,1.29,0,7,6.97,1.23,0.27,0,1.5,3.86,1.29,0.38,1.15,23.9,50.97,0.19,0,NA
23809590,23809588,1.35,0,6.94,7.18,1.29,0.3,0,0.84,4.15,0.93,0.3,0.93,25.28,50.28,0.21,0,NA
23809592,23809590,0.95,0,7.28,7.53,1.35,0.31,0,0.88,4.29,0.98,0.31,0.98,26.02,48.89,0.22,0,NA
23809594,23809592,1.77,0,7.48,7.01,0.94,0,0,1.35,3.77,1.47,0,0.47,34.63,40.69,0.41,0,NA
23809596,23809568,0.26,0,6.12,3.03,1.47,0.41,0.01,1.5,26.14,9.54,8.91,9.3,15.71,17.28,0.31,0.02,NA
23809598,23809596,0.28,0,6.07,3.03,1.53,0.44,0.01,1.5,26.99,9.85,9.37,9.48,13.92,17.32,0.23,0.01,NA
23809600,23809598,0.04,0,4.73,0.63,0.15,0.04,0.02,0.97,31.42,12.82,14.07,8.61,14.05,12.46,0,0,NA
23809602,23809600,0,0,3.66,0.42,0.13,0.04,0.02,0.82,31.42,14.21,19.38,10.63,11.3,7.95,0,0,NA
23809604,23809602,0,0,2.75,0.31,0.1,0.01,0,1.01,33.12,9.86,25.52,11.53,7.66,8.11,0,0,NA
23809606,23809604,0,0,2.69,0.44,0.06,0,0,0.93,29.3,7.99,34.21,12.5,6.81,5.07,0,0,NA
23809608,23809010,0.04,0,14.51,19.02,2.76,0.3,0.02,2.45,11.86,12.12,1.07,2.29,30.25,3.13,0.17,0,NA
23809610,23809292,0.32,0,0,0,0,0,0.08,0,96.67,0,2.78,0.16,0,0,0,0,NA
23809612,23809610,0.5,0,0,0,0,0,0.03,0,96.09,0,3.27,0.12,0,0,0,0,NA
23809614,23809612,0.55,0,0,0,0,0,0.03,0,95.77,0,3.52,0.13,0,0,0,0,NA
23809616,23809614,0,0,0,0,0,0,0,0,97.59,0,2.12,0.29,0,0,0,0,NA
23809618,23809548,0,0,4.17,0.45,0.08,0,0.08,0.73,35.95,6.22,32.33,13.23,4,2.74,0,0,NA
23809620,23809166,0,0,0,0,0,0,0,0,90.22,0,9.78,0,0,0,0,0,NA
23809622,23809212,0,0,0,0,0,0,0,0,81.64,0.04,18.32,0,0,0,0,0,NA
23809624,23809622,0,0,0,0,0,0,0,0,81.75,0.07,18.18,0,0,0,0,0,NA
23809626,23809624,0,0,0,0,0,0,0,0,85.79,0,14.21,0,0,0,0,0,NA
23809628,23809246,0,0,0,0,0,0,0.3,0,82.53,0,16.66,0.51,0,0,0,0,NA
23809630,23809628,0,0,0,0,0,0,0.43,0,79.66,0,19.1,0.8,0,0,0,0,NA
23809632,23809630,0,0,0,0,0,0,0.69,0,74.23,0,23.97,1.11,0,0,0,0,NA
23809634,23809632,0,0,0,0,0,0,0,0,79.78,0,20.22,0,0,0,0,0,NA
23809636,23809432,0.3,0,0.08,0,0,0,0.14,0,78.88,0,19.9,0.69,0,0,0,0,NA
23809638,23809636,0.89,0,0,0,0,0,0.22,0,80.9,0,17.12,0.86,0,0,0,0,NA
23809640,23809638,0,0,0,0,0,0,0.27,0,81.65,0,17.49,0.59,0,0,0,0,NA
23809642,23809508,0,0,0,0,0,0,0.5,0,86.74,0,12.5,0.26,0,0,0,0,NA
23809644,23809642,0,0,0,0,0,0,0.68,0,87.91,0,11.27,0.13,0,0,0,0,NA
23809646,23809160,0.2,0,0.01,0,0,0,0.04,0,93.95,0.1,5.66,0.03,0,0,0,0,NA
23809648,23809646,0.29,0,0,0,0,0,0,0,94.74,0.08,4.89,0,0,0,0,0,NA
23809650,23810856,0.3,0,0,0,0,0,0,0,94.88,0.08,4.74,0,0,0,0,0,NA
23809652,23809650,1.14,0,0,0,0,0,0,0,98.37,0,0.49,0,0,0,0,0,NA
23809654,23809652,0,0,0,0,0,0,0,0,99.4,0,0.6,0,0,0,0,0,NA
23809656,23809238,0,0,0,0,0,0,0,0,78.24,0,21.71,0.02,0,0,0,0.03,NA
23809658,23809656,0,0,0,0,0,0,0,0,74.41,0,25.53,0.02,0,0,0,0.04,NA
23809660,23809658,0,0,0,0,0,0,0,0,75.95,0,23.95,0,0,0,0,0.1,NA
23809662,23809664,0.05,0,7.86,3.06,0.97,0.3,0,1.56,14.17,2.79,1.46,6.37,38.97,21.75,0.66,0.03,NA
23809664,23810806,0.05,0,7.83,3.07,0.97,0.3,0,1.55,14.32,2.78,1.45,6.35,38.83,21.71,0.76,0.03,NA
23809666,23809218,0,0,0,0,0,0,0.03,0,77.51,0,22.09,0.37,0,0,0,0,NA
23809668,23809666,0,0,0,0,0,0,0,0,82.32,0,17.68,0,0,0,0,0,NA
23809670,23809368,0,0,0,0,0,0,0.04,0.03,80.11,0,19.31,0.49,0,0,0,0.03,NA
23809672,23809670,0,0,0,0,0,0,0.07,0,81.01,0,18.77,0.1,0,0,0,0.04,NA
23809674,23809672,0,0,0,0,0,0,0.1,0,83.09,0,16.67,0.08,0,0,0,0.06,NA
23809676,23809710,0,0,0,0,0,0,0.03,0,80.57,0,19.22,0.18,0,0,0,0,NA
23809678,23809676,0,0,0,0,0,0,0.03,0,80.25,0,19.53,0.19,0,0,0,0,NA
23809680,23809678,0,0,0,0,0,0,0.04,0,75.81,0,23.92,0.23,0,0,0,0,NA
23809682,23809680,0,0,0,0,0,0,0.05,0,75.24,0,24.5,0.2,0,0,0,0,NA
23809684,23809682,0,0,0,0,0,0,0,0,77.28,0,22.65,0.07,0,0,0,0,NA
23809686,23809684,0,0,0,0,0,0,0,0,67.93,0,32.01,0.06,0,0,0,0,NA
23809688,23809038,0,0,4.46,0.1,0.03,0,0.16,0.24,55.71,1.99,13.36,10.25,10.48,3.21,0,0,NA
23809690,23809208,0.05,0,0,0,0,0,0.18,0,88.23,0,11.28,0.24,0,0,0,0.02,NA
23809692,23809690,0.11,0,0,0,0,0,0.36,0,87.79,0,11.24,0.49,0,0,0,0,NA
23809694,23809692,1,0,0,0,0,0,0,0,93.74,0,5.26,0,0,0,0,0,NA
23809696,23809438,0,0,0,0,0,0,0.07,0,82.15,0.02,17.59,0.18,0,0,0,0,NA
23809698,23809696,0,0,0,0,0,0,0.08,0,82.63,0.02,17.18,0.09,0,0,0,0,NA
23809700,23809698,0,0,0,0,0,0,0,0,87.69,0.04,12.21,0.07,0,0,0,0,NA
23809702,23809700,0,0,0,0,0,0,0,0,90.91,0,9.01,0.08,0,0,0,0,NA
23809704,23809702,0,0,0,0,0,0,0,0,93.92,0,6.08,0,0,0,0,0,NA
23809706,23809704,0,0,0,0,0,0,0,0,96.95,0,3.05,0,0,0,0,0,NA
23809708,23809352,0,0,0.03,0,0,0,0.05,0,84.46,0,15.36,0.11,0,0,0,0,NA
23809710,23809708,0,0,0,0,0,0,0.05,0,84.53,0,15.31,0.11,0,0,0,0,NA
23809712,23809710,0,0,0,0,0,0,0.09,0,89.99,0,9.91,0.02,0,0,0,0,NA
23809714,23809712,0,0,0,0,0,0,0.14,0,89.32,0,10.54,0,0,0,0,0,NA
23809716,23809714,0,0,0,0,0,0,0.18,0,89.57,0,10.25,0,0,0,0,0,NA
23809718,23809716,0,0,0,0,0,0,0,0,91.19,0,8.81,0,0,0,0,0,NA
23809720,23809608,0.04,0,14.52,19.02,2.76,0.3,0.02,2.45,11.86,12.12,1.07,2.29,30.25,3.13,0.17,0,NA
23809722,23809720,0,0,14.96,16.45,1.03,0.06,0.02,3.06,12.12,15.08,1.12,2.81,31.42,1.72,0.16,0,NA
23809724,23809722,0,0,14.71,14.95,1,0.07,0.03,3.23,13.05,15.92,1.21,3.24,30.6,1.85,0.14,0,NA
23809726,23809724,0,0,13.05,15.34,1.07,0.07,0.03,3.31,13.45,15.25,1.37,2.82,32.07,2.01,0.16,0,NA
23809728,23809726,0,0,13.62,15.01,0.71,0.04,0,4.18,13.8,14.08,1.24,3.13,31.98,1.98,0.23,0,NA
23809730,23809728,0,0,9.84,11.5,1.18,0.16,0,5.94,7.38,9.36,0.43,7.92,40.45,5.56,0.27,0,NA
23809732,23809104,0.04,0,0,0,0,0,0,0.01,86.33,0.04,13.54,0.05,0,0,0,0,NA
23809734,23809732,0.04,0,0,0,0,0,0,0.01,87.7,0.02,12.18,0.04,0,0,0,0,NA
23809736,23809734,0.06,0,0,0,0,0,0,0.02,86.06,0.03,13.82,0.01,0,0,0,0,NA
23809738,23809736,0.1,0,0,0,0,0,0,0,82.44,0,17.47,0,0,0,0,0,NA
23809740,23809496,0.85,0,0,0,0,0,0.22,0,96.9,0,1.97,0.06,0,0,0,0,NA
23809742,23809740,1.16,0,0,0,0,0,0.45,0,96.88,0,1.44,0.07,0,0,0,0,NA
23809744,23809742,2.91,0,0,0,0,0,1.62,0,94.8,0,0.67,0,0,0,0,0,NA
23809746,23809404,1.96,0,0,0,0,0,0.29,0,94.34,0,3.31,0.09,0,0,0,0,NA
23809748,23809746,3.43,0,0,0,0,0,0.53,0,94.61,0,1.33,0.1,0,0,0,0,NA
23809750,23809748,4.45,0,0,0,0,0,0.72,0,93.67,0,1.01,0.14,0,0,0,0,NA
23809752,23809750,6.5,0,0,0,0,0,1.08,0,91.56,0,0.59,0.27,0,0,0,0,NA
23809754,23809172,0.01,0,0,0,0,0,0.05,0,88.55,0.03,11.33,0.04,0,0,0,0,NA
23809756,23809754,0,0,0,0,0,0,0.08,0,88.14,0,11.72,0.06,0,0,0,0,NA
23809758,23809756,0,0,0,0,0,0,0,0,87.21,0,12.79,0,0,0,0,0,NA
23809760,23809558,0.66,0,0,0,0,0,0.07,0,60.53,0.47,36.48,1.79,0,0,0,0,NA
23809762,23809130,0,0,0.02,0.01,0,0,0.03,0.01,86.12,0.01,13.74,0.04,0,0,0,0,NA
23809764,23809762,0,0,0.03,0.01,0,0,0.04,0.02,87.16,0.02,12.67,0.06,0,0,0,0,NA
23809766,23809764,0,0,0.04,0.02,0,0,0.06,0.02,86.4,0.02,13.39,0.05,0,0,0,0,NA
23809768,23809766,0,0,0.04,0.02,0,0,0.06,0.03,85.05,0.03,14.71,0.06,0,0,0,0,NA
23809770,23809768,0,0,0,0,0,0,0,0.04,82.85,0.04,16.99,0.08,0,0,0,0,NA
23809772,23809770,0,0,0,0,0,0,0,0.06,79.34,0.06,20.39,0.15,0,0,0,0,NA
23809774,23809772,0,0,0,0,0,0,0,0,78.53,0,21.47,0,0,0,0,0,NA
23809776,23809064,0.6,0,0.6,0.08,0.03,0.01,0.13,0.05,85.59,0.31,11.3,0.4,0.52,0.35,0.02,0.01,NA
23809778,23809782,0,0,11.67,13.11,1.3,0.07,0,1.67,15.57,20.56,2.55,2.19,29.37,1.94,0,0,NA
23809780,23809782,0,0,7.67,11.5,1.31,0.11,0,10.19,8.76,23,0,0,37.46,0,0,0,NA
23809782,23809726,0,0,11.08,13.7,1.28,0.11,0.09,3.08,13.05,19.74,1.88,1.61,32.16,2.21,0,0,NA
23809784,23809724,0,0,25.85,10.72,0.29,0,0,2.89,11.13,23.67,0,7.24,18.2,0,0,0,NA
23809786,23809722,0,0,23.04,22.69,0.78,0,0,6.04,2.59,15.44,0,2.16,27.26,0,0,0,NA
23809788,23809802,0,0,13.14,17.6,2.11,0,0,0.57,11.92,7.14,0,0,44.61,2.92,0,0,NA
23809790,23809802,0,0,9.88,15.49,0.91,0,0,3.28,20.5,1.68,0,3.24,33.15,8.24,3.63,0,NA
23809792,23809580,0.18,0,10.51,9.02,3.85,0.69,0,2.14,5.98,0.48,0.42,1.63,29.37,35.72,0,0,NA
23809794,23809792,0,0,8.64,10.03,6.25,0.6,0,1.26,6.31,0,0,0.47,31.89,34.55,0,0,NA
23809798,23809720,0,0,14.95,36.34,3.76,0.1,0,0.21,4.18,2.11,1.39,0.05,30.36,6.55,0,0,NA
23809800,23809586,0,0,10.07,5.96,0.54,0.06,0,4.13,7.79,1.86,2.52,9.53,33.79,23.76,0,0,NA
23809802,23810610,0,0,12.05,18.13,1.73,0.24,0,1.82,13.67,2.78,0,1.77,41.03,4.96,1.84,0,NA
23809804,23810734,0,0,15.02,28.15,4.87,2.82,0,1.57,7.33,7.21,0.24,5.64,23.64,3.5,0,0,NA
23809806,23809592,0,0,7.2,8.3,1.87,0.69,0,0.35,4.5,0.42,0.69,1.59,16.47,57.92,0,0,NA
23809808,23809792,0.25,0,11.43,8.93,3.15,0.74,0,2.41,5.92,0.65,0.58,1.96,28.59,35.39,0,0,NA
23809810,23810610,0,0,6.02,22.5,3.99,0.51,0,1.02,1.6,0,0,2.18,45.5,16.69,0,0,NA
23809812,23809002,0,0,14.89,16.35,1.67,0.05,0,2.53,8.91,22.73,0.1,0.81,28.51,3.14,0.3,0,NA
23809814,23809818,0,0,5.86,15.36,26.24,41.8,0,0.2,6.93,1.24,0,1.73,0.42,0,0,0.23,NA
23809816,23809578,0,0,5.22,2.7,0.57,0,0,0.31,11.18,1.28,1.68,5,48.81,22.77,0.27,0.22,NA
23809818,23809820,0,0,7.64,22.7,30.37,31.25,0,0.26,4.96,0.89,0,1.31,0.3,0,0,0.33,NA
23809820,23809000,0,0,7.69,22.7,30.35,31.23,0,0.26,4.96,0.89,0,1.31,0.3,0,0,0.33,NA
23809822,23809572,0.07,0,6.88,1.73,0.3,0.03,0,2.59,20.83,7.46,5.48,15.26,10.99,28.38,0,0,NA
23809824,23809574,0,0,9.5,9.66,5.26,1.5,0,2.34,13.34,2.88,3.69,12.02,14.76,25.04,0,0,NA
23809828,23809822,0,0,6.06,1.49,0.34,0,0,2.4,18.9,6.55,5.68,19.4,10.97,28.2,0,0,NA
23809830,23809812,0,0,14.94,16.41,1.68,0.05,0,2.54,8.84,22.71,0.1,0.81,28.61,3.15,0.15,0,NA
23809832,23809596,0.09,0,6.78,3.2,0.83,0.06,0,1.57,15.22,5.58,3.29,6.62,38.49,17.67,0.61,0,NA
23809834,23809822,0,0,7.54,1.92,0.28,0.05,0,2.76,21.04,8.19,5.48,12.36,11.26,29.14,0,0,NA
23809836,23809570,0.54,0,5.86,1.91,0.68,0.07,0,1.95,18.7,7.64,2.11,8.4,10.03,41.95,0.17,0,NA
23809838,23809832,0,0,4.3,3.74,0.62,0,0,0.35,7.35,0.83,1.25,11.72,52.64,16.02,1.18,0,NA
23809840,23809828,0,0,7.24,1.78,0.41,0,0,2.87,11.93,5.37,5.28,18.31,13.11,33.7,0,0,NA
23809842,23809836,0,0,5.85,4.31,1.6,0.28,0,0.9,16.56,1.88,0.21,1.95,15.73,50.03,0.7,0,NA
23809844,947090086,0,0,1.84,5.7,1.13,0.28,0,0.59,5.69,1.82,0.87,0.2,75.32,6.04,0.52,0,NA
23809846,23809834,0,0,8.36,2.76,0.34,0.09,0,1.51,15.47,4.14,3.79,6.59,16.07,40.89,0,0,NA
23809850,23809832,0.14,0,6.67,1.53,0.16,0.02,0,2.31,20.93,8.17,4.52,4.82,29.06,21.36,0.32,0,NA
23809852,23809018,0,0,4.09,4.47,0.98,0.13,0,1.66,12.7,1.07,2.17,1.96,46.74,22.97,1.07,0,NA
23809854,23809600,0.13,0,5.16,0.86,0.12,0.05,0,0.57,29.79,9.78,7.89,5.45,17.63,22.56,0,0,NA
23809856,23809602,0,0,4.8,0.46,0.11,0.1,0.08,0.43,29.89,20.03,10.99,9.03,15.19,8.9,0,0,NA
23809858,23809856,0,0,5.01,0.22,0,0,0.26,0,40.99,7.78,11.14,5.62,20.82,8.16,0,0,NA
23809860,23809856,0,0,3.95,0.89,0.35,0.35,0,0.67,18.5,11.18,12.2,18.46,17.39,16.06,0,0,NA
23809862,947090085,0.13,0,7.74,13.99,1.42,0.35,0,1.28,21.97,3.24,1.27,0.39,41.98,6.01,0.23,0,NA
23809864,23809022,0,0,16.76,2.09,0.25,0,0,1.92,3.09,0.67,0.67,0.42,64.89,9.26,0,0,NA
23809866,23809862,1.08,0,4.21,13.58,0.73,0,0,1.2,36.05,2.28,0,3.24,27.64,9.98,0,0,NA
23809868,23809776,0.59,0,0.6,0.08,0.03,0.01,0.13,0.05,85.59,0.3,11.3,0.4,0.52,0.35,0.02,0.01,NA
23809870,23809866,0,0,4,14.31,0.62,0,0,0.77,36.15,1.23,0,4.15,28.46,10.31,0,0,NA
23809872,23810508,0,0,2.06,1.2,0.1,0,0,6.5,35.63,23.34,4.54,5.07,10.09,11.48,0,0,NA
23809874,23809024,0.68,0,4.91,1.15,0.42,0.13,0.15,3.78,22.28,5.73,1.7,0.19,41.34,15.69,1.66,0.19,NA
23809876,23809604,0,0,0.19,0.06,0,0,0,0,26.19,2.16,35.79,23.2,4.07,8.33,0,0,NA
23809878,23809874,1,0,5.02,1.65,0.62,0.19,0,2.37,16.04,4.64,1.62,0.03,49.1,15.51,1.93,0.28,NA
23809880,23810626,0,0,2.45,0.14,0,0,0,2.87,20.68,14.33,6.5,12.3,0,40.39,0.35,0,NA
23809882,23810628,0,0,6.18,2.88,0.42,0.13,0,0.85,5.12,2.03,3.89,5.29,35.21,38,0,0,NA
23809884,23809084,0.29,0,8.54,4.62,2.59,0.43,0.19,1.03,13.8,6.08,5.08,3.33,29.12,24.91,0,0,NA
23809886,23809028,0,0,6.19,1.04,0.47,0.05,0,0,16.6,13.48,3.28,3.12,30.96,24.82,0,0,NA
23809888,23809884,0.16,0,8.57,4.65,2.6,0.43,0.1,1.04,13.76,6.11,5.09,3.15,29.29,25.05,0,0,NA
23809890,23809086,0.01,0,11.85,0.83,0.12,0.01,0,0.65,25.3,5.7,5.78,5.88,31.17,12.7,0,0,NA
23809892,23810668,0,0,0,0,0,0,0,0.25,80.67,2.43,11.27,5.39,0,0,0,0,NA
23809894,23809888,0,0,6.98,1.29,0.79,0.1,0,0.54,7.13,4.8,6.48,0.54,37.8,33.55,0,0,NA
23809896,23809888,0,0,6.39,0.48,0,0,0.36,0.96,7.82,9.25,4.78,2.51,51.64,15.82,0,0,NA
23809898,23809536,0,0,0,0,0,0,0,0,75.14,0,24.86,0,0,0,0,0,NA
23809900,23809524,0,0,0,0,0,0,0,0,61.04,1.92,22,7.91,4.6,2.53,0,0,NA
23809902,23810518,0,0,4.48,0.13,0,0,0.63,0,31.11,0.8,4.68,5.44,40.17,12.55,0,0,NA
23809904,23809090,0.23,0,5.09,0.23,0,0,0.28,2.43,32.95,11.98,8.86,7.94,18.68,11.34,0,0,NA
23809906,23809540,0,0,0,0,0,0,0.04,0,98.49,0,1.47,0,0,0,0,0,NA
23809908,23809030,0,0,3.4,0.88,0.12,0.04,0,1.68,24.35,5.2,4.12,2.12,46.82,11.28,0,0,NA
23809910,23810516,0,0,4.25,0.16,0.04,0.02,0.09,0.46,58.95,1.07,7.5,5.44,18.31,3.72,0,0,NA
23809912,23810454,0,0,10.89,0.74,0.25,0,0,1.35,32.84,8.98,6.83,4.55,17.71,15.87,0,0,NA
23809914,23809930,8.81,0,5.04,0.61,0,0,0.38,0.66,25.73,11.69,7.35,1.65,25.21,12.87,0,0,NA
23809916,23809902,0,0,4.16,0.05,0,0,0.93,0,25.33,0,4.21,3.04,47.43,14.85,0,0,NA
23809918,23809910,0,0,4.73,0.33,0.22,0.11,0.55,0,30.44,0.11,13.85,9.67,32.97,7.03,0,0,NA
23809920,23809538,0.49,0,0,0,0,0,0,0,97.65,0,1.86,0,0,0,0,0,NA
23809922,23809032,0,0,0.25,0.13,0.04,0,0,0.89,28.01,1.78,9.08,5.65,39.22,14.94,0,0,NA
23809924,23809534,0,0,0,0,0,0,0,0,86.5,0,13.5,0,0,0,0,0,NA
23809926,23810634,0,0,5.22,0.2,0.03,0,0.14,0.13,46.55,2.04,19.25,12.13,12.01,2.3,0,0,NA
23809928,23810468,0,0,4.23,0.25,0.05,0,0.25,0,50.88,0,14.41,15.31,13.2,1.41,0,0,NA
23809930,23809092,5.81,0,5.02,0.43,0,0,0.25,0.64,28.15,13.07,14.1,2.14,20.2,10.19,0,0,NA
23809932,23809926,0,0,5.7,0,0,0,0,0,54.72,3.13,28.95,7.5,0,0,0,0,NA
23809934,23810454,0,0,12.01,0.86,0.09,0.01,0,0.49,23.47,4.86,5.3,6.26,34.73,11.93,0,0,NA
23809936,23809528,0,0,0,0,0,0,0,0,92.82,0,7.18,0,0,0,0,0,NA
23809938,23809926,0,0,5.7,0.25,0,0,0,0.37,55.91,1.02,18.39,17.71,0.65,0,0,0,NA
