"comid","tocomid","TOT_NLCD01_11","TOT_NLCD01_12","TOT_NLCD01_21","TOT_NLCD01_22","TOT_NLCD01_23","TOT_NLCD01_24","TOT_NLCD01_31","TOT_NLCD01_41","TOT_NLCD01_42","TOT_NLCD01_43","TOT_NLCD01_52","TOT_NLCD01_71","TOT_NLCD01_81","TOT_NLCD01_82","TOT_NLCD01_90","TOT_NLCD01_95","TOT_NODATA"
23736571,23736569,0,0,15.47,18.78,5.95,0.78,0,8.43,4.98,4,3.78,0.06,29.89,3.89,3.74,0.24,NA
23736573,23736571,0,0,16.88,19.92,6.79,0.9,0,9.47,4.82,4.09,3.72,0.04,27.31,2.17,3.86,0.03,NA
23736575,23736573,0,0,16.71,20.96,9.82,1.34,0,10.39,4.84,3.06,3.64,0.06,22.14,2.25,4.73,0.05,NA
23736577,23736575,0,0,16.41,21.3,10.67,1.48,0,10.62,5.13,3.29,3.67,0.07,20.54,2.07,4.7,0.05,NA
23736579,23736577,0,0,18.75,23.83,12.45,1.73,0,10.66,2.48,2.81,3.36,0.08,17.73,1.46,4.6,0.06,NA
23736581,23736579,0,0,21.72,28.2,12.93,1.43,0,11.17,1.64,2.55,3.24,0,12.55,0.74,3.72,0.11,NA
23736583,23736581,0,0,34.68,31.18,11.32,3.05,0,1.17,0,0.67,6.02,0,7.73,0,3.82,0.36,NA
23736593,23736559,0.18,0,0.36,0.18,0,0,0,0,0,0,0,0,76.8,2.87,8.63,10.97,NA
23736597,23736559,0.95,0.03,1.06,0.58,0.22,0.05,0.54,0.3,32.09,0.26,29.05,7.31,1.71,8.14,0.43,0.36,NA
23736599,23737873,3.12,0,1.63,4.34,0.32,0,0,0,0,0,2,0.98,24.18,1.7,34.69,27.02,NA
23736601,23736599,3.18,0,1.58,3.77,0.33,0,0,0,0,0,2.05,1.01,24.44,1.74,35.14,26.75,NA
23736603,23736597,0.95,0.03,1.06,0.58,0.22,0.05,0.54,0.3,32.09,0.26,29.05,7.31,1.71,8.14,0.43,0.36,NA
23736605,23736601,0.14,0,3.43,2.43,0,0,0,0,0,0,3.79,0,30.02,1.43,33.81,24.95,NA
23736607,23736605,0.43,0,4.09,3.87,0,0,0,0,0,0,6.67,0,52.26,0,20.65,12.04,NA
23736609,23737875,0,0,3.62,6.31,0.78,0,0,8.59,2.32,5.18,4.16,4.36,53.6,6.72,4.1,0.28,NA
23736611,23737797,24.52,0,0,0,0,0,0,0,0.32,0,2.19,0,25.48,0.64,34.89,11.96,NA
23736613,23736615,28.08,0,0,0,0,0,0,0,0.37,0,2.51,0,27.67,0.73,27.72,12.92,NA
23736615,23737799,27.07,0,0,0,0,0,0,0,0.35,0,2.42,0,27.07,0.71,29.67,12.72,NA
23736617,23736609,0,0,6.25,11.92,1.02,0,0,0,0,0,0,0,80.81,0,0,0,NA
23736619,23736539,0,0,1.05,2.22,0.08,0,0,11.67,35.12,16.58,23.77,3.34,2.72,0.44,2.93,0.08,NA
23736621,23737879,0,0,0,0,0,0,0,0,0,0,1.29,0,32.65,0,63.5,2.57,NA
23736623,23737789,0,0,5.88,6.07,0.69,0.02,0,21.99,2.71,4.67,4.44,2.67,39.82,7.58,3.44,0,NA
23736625,23736537,0,0,10.53,21.07,0.09,0,0,3.24,17.33,21.16,24.12,0.73,0,0,1.73,0,NA
23736627,23736633,0,0,4.17,4.38,0,0,0,26.56,24.2,23.64,14.39,2.64,0,0,0,0,NA
23736629,23736649,0,0,1.11,2.39,0,0,0,8.76,0,2.23,2.39,0,61.46,21.5,0.16,0,NA
23736631,23736669,0,0,14.06,11.4,0.3,0,0,9.04,37.16,3.21,17.23,0.93,5.74,0,0.93,0,NA
23736633,23736655,0,0,5.51,8.18,0.11,0,0,22.66,20.25,28.75,12.12,2.04,0.37,0,0,0,NA
23736635,23736613,35.32,0,0,0,0,0,0,0,0.46,0,2.87,0,26.42,0.92,18.61,15.39,NA
23736637,23736655,0,0,10.16,14.62,0.2,0.07,0,16.38,13.95,24.78,13.74,3.66,0,0,2.44,0,NA
23736639,23736635,0,0,0,0,0,0,0,0,0,0,0,0,65.19,0,4.44,30.37,NA
23736641,23737803,1.63,0,1.13,1.03,0.08,0,0,0,0,0,3.34,0,39.19,25.91,18.04,9.65,NA
23736643,23736535,0,0,16.72,14.45,0.06,0,0,8.39,18.61,15.65,19.43,2.02,4.67,0,0,0,NA
23736645,23735699,17.62,0,0,0,0,0,9.94,0.45,0,0,8.95,0.81,17.25,18.43,18.61,7.95,NA
23736647,23736531,0,0,16.36,12.85,0.35,0,0,0,2.48,0.46,1.27,0.17,64.34,1.73,0,0,NA
23736649,23736571,0,0,5.58,9.03,0.2,0.05,0,3.7,9.19,6.75,3.45,0,52.36,8.37,1.32,0,NA
23736651,23736663,0,0,21.89,22.82,0.97,0.09,0,4.73,7.21,8.54,3.67,0,27.07,0.04,2.96,0,NA
23736653,23736645,6.22,0,0,0,0,0,11.4,0.52,0,0,9.54,0.93,19.79,21.14,21.35,9.12,NA
23736655,23736393,0,0,11.09,11.34,0.12,0.02,0,15.5,19.59,23.96,11.22,4.32,0.17,0,2.67,0,NA
23736657,23736697,0,0,46.53,24.99,1.32,0,0,1.04,0.88,0.2,2.37,0.24,18.81,2.69,0.28,0.64,NA
23736659,23736395,0,0,13.2,15.28,0.37,0,0,7.55,33.38,15.28,11.74,3.2,0,0,0,0,NA
23736661,23736529,0,0,8.9,9.51,0.61,0.03,0,0.58,0.12,0.81,6.25,0.7,62.15,6.25,4.1,0,NA
23736663,23736573,0,0,17.03,16.09,0.79,0.03,0,9.72,4.93,7.08,4.63,0,36.7,0.78,2.22,0,NA
23736665,23736389,0,0,20.61,20.72,0.35,0,0,13.62,14.49,9.02,14.96,0.87,1.4,0,3.96,0,NA
23736667,23736385,0,0,28.59,15.36,0.48,0,0,1.3,1.26,1,3.25,2.73,36.27,7.64,0.39,1.74,NA
23736669,23736387,0,0,18.2,13.18,0.28,0.04,0,7.34,29.57,9.02,12.41,0.47,6.14,0.58,2.79,0,NA
23736671,23736527,0,0,11.89,6.87,0.37,0.03,0,2.91,6.43,1.04,4.62,1.68,52.8,3.18,2.61,5.56,NA
23736673,23736663,0,0,17.7,10.96,0.16,0,0,10.96,2.03,9.21,2.58,0,42.36,2.63,1.42,0,NA
23736675,23736677,0,0,4.82,1.27,0,0,0.95,3.42,37.92,16.55,32.15,1.84,0,0,1.08,0,NA
23736677,23736397,0,0,2.3,1.61,0.04,0,3.68,2.7,48.42,13.46,21.53,3.36,0,0,2.88,0,NA
23736679,23736383,0.04,0,27.2,15.51,0.96,0.08,0,2.84,18.63,4.27,4.87,1.63,19.04,1.58,3.16,0.22,NA
23736681,23737755,3.03,0,18.18,12.12,0,0,0,0,0,0,24.24,0,36.36,0,0,6.06,NA
23736683,23736679,0.04,0,27.62,15.58,0.93,0.08,0,2.83,18.34,4.07,4.8,1.64,19.11,1.61,3.13,0.22,NA
23736685,23736717,0,0,21.53,32.27,4.2,0.2,0,0,1.6,1,2.8,0,31.07,2.67,1.07,1.6,NA
23736687,23736577,0,0,4.14,6.53,0.92,0.13,0,10.29,19.83,6.23,5.65,0,35.65,5.36,5.27,0,NA
23736689,23736677,0,0,0.11,0,0,0,7.44,1.25,62.64,17.35,6.41,3.05,0,0,1.75,0,NA
23736691,23736705,0,0,4.68,8.27,9.35,3.42,0,6.12,0,3.6,13.31,0,39.93,5.94,5.4,0,NA
23736693,23736325,0,0,0,0,0,0,0,0,0,0,3.97,0,68.25,23.81,0,3.97,NA
23736695,23736575,0,0,22.08,20.41,1.37,0,0,5.3,1.96,0,2.85,0,37.59,4.12,4.32,0,NA
23736697,23736525,0,0,45.67,28.86,4.16,0.04,0,1.05,1.85,1.12,2.36,0.25,12.48,1.12,0.75,0.27,NA
23736699,23736683,0.04,0,27.67,15.63,0.93,0.08,0,2.84,18.39,4.07,4.79,1.64,18.99,1.62,3.09,0.22,NA
23736701,23736399,0,0,0.56,0.13,0,0,2.47,2.69,57.29,4.89,27.68,1.86,0,0,2.43,0,NA
23736703,23736701,0,0,0.56,0.07,0,0,2.49,2.71,57.22,4.93,27.86,1.74,0,0,2.42,0,NA
23736705,23736579,0,0,11.61,9.15,3.66,1.34,0,4.57,0,3.03,6.55,0,48.28,6.62,5.21,0,NA
23736709,23736703,0,0,0.48,0.01,0,0,2.53,2.75,57.04,5,28.04,1.76,0,0,2.39,0,NA
23736711,23736699,0,0,30.12,16.58,0.62,0,0,2.31,25.63,3.76,4.51,1.55,12.02,0.59,2.3,0,NA
23736713,23735701,2.2,0,0.49,1.09,0.05,0,0.51,0.12,0.03,0,2.37,0,45.1,37.8,4.2,6.06,NA
23736715,23736709,0,0,0,0,0,0,4.03,0.5,52.49,1.44,35.26,3.55,0,0,2.73,0,NA
23736717,23736377,0,0,16.68,22.17,2.3,0.12,0,5.06,2.39,1.45,5.63,0.85,38.16,2.18,2.03,0.97,NA
23736719,23736711,0,0,35.53,23.01,0.58,0,0,2.6,17.61,5.59,5.59,3.45,4.06,0,1.99,0,NA
23736723,23736353,2.19,0,22.33,26.37,22.39,2.47,0.06,2.64,2.64,0.9,1.12,0.28,4.99,0,4.82,6.79,NA
23736725,23736709,0,0,0.7,0,0,0,1.33,4.83,61.31,7.99,21.92,0.28,0,0,1.63,0,NA
23736727,23737881,0,0,0,0,0,0,0.27,0.13,0,0.15,0.81,0,49.38,45.92,0.56,2.78,NA
23736729,23736373,0.52,0,27.34,19.71,1.59,0.1,0,1.04,1.79,0.65,2.34,0.16,34.9,7.63,1.59,0.65,NA
23736731,23736381,0,0,22.46,23.05,2.53,0.11,0,0.7,2.21,1.62,2.48,0,37.86,3.98,2.8,0.22,NA
23736733,23736713,0.32,0,0.5,1.11,0.05,0,0.52,0.12,0.03,0,2.42,0,45.99,38.54,4.27,6.15,NA
23736735,0,0,0,0,0,0,0,0,0,0,0.29,0.47,0,52.39,46.85,0,0,NA
23736737,23736727,0,0,0,0,0,0,0,0,0,0.21,0.46,0,44.88,54.45,0,0,NA
23736739,23736711,0,0,24.19,12.66,0.54,0,0,1.78,41.97,3.41,3.77,0.82,7.58,0.58,2.7,0,NA
23736741,23736699,0.16,0,25.15,17.42,2.06,0.33,0,2.04,7.26,4.47,6.2,2.51,26.59,1.75,3.96,0.12,NA
23736745,23736733,0,0,0,0,0,0,0,0,0,0,0.18,0,38.23,61.59,0,0,NA
23736749,23736737,0,0,0,0,0,0,0,0,0,0.29,0.47,0,52.39,46.85,0,0,NA
23736751,23736305,0.94,0,0.79,4.49,1.83,1.39,0,2.19,1.18,0.7,8.31,0.36,59.8,9.12,3.17,5.74,NA
23736753,23736375,0,0,20.69,35.21,17.19,3.45,0,0.59,0.69,0.3,2.08,0.96,15.63,1.98,0.74,0.46,NA
23736755,23736749,0,0,0,0,0,0,0,0,0,0.49,0.8,0,33.25,65.46,0,0,NA
23736757,23736733,0.06,0,0.55,1.33,0,0,0.02,0.19,0.04,0,3.61,0,48.87,30.71,6.35,8.27,NA
23736759,23736749,0,0,0,0,0,0,0,0,0,0,0,0,75.52,24.48,0,0,NA
23736765,23736755,0,0,0,0,0,0,0,0,0,0.66,0,0,36.18,63.17,0,0,NA
23736769,23736759,0,0,0,0,0,0,0,0,0,0,0,0,66.18,33.82,0,0,NA
23736773,23736757,0,0,0.58,1.39,0,0,0,0,0.05,0,3.24,0,49.7,30.19,5.72,9.13,NA
23736779,23736751,0.95,0,0.8,4.54,1.85,1.41,0,2.21,1.19,0.7,8.4,0.37,59.76,9.23,3.16,5.44,NA
23736781,23736369,0,0,25.46,52.51,20.62,0.41,0,0,0,0,0.21,0.52,0,0,0,0.27,NA
23736789,23737781,1.29,0,1.09,6.14,2.51,1.92,0,0,1.06,0.33,3.9,0,65.17,11.32,2.21,3.07,NA
23736791,23736367,0,0,19.69,43.71,27.6,8.25,0,0,0,0,0,0.25,0,0,0,0.5,NA
23736793,23736789,0,0,0,0,0,0,0,0,42.86,0,0,0,0,0,57.14,0,NA
23736795,23736773,0,0,0,0.35,0,0,0,0,0.17,0,1.47,0,33.39,52.84,5.77,6.03,NA
23736797,23736365,0,0,17.68,42.31,29.31,7.92,0,1.78,0.17,0.2,0.06,0.35,0,0,0,0.26,NA
23736801,23736797,0,0,34.99,38.85,19.97,4.05,0,0,0,0,0,1.1,0,0,0,1.05,NA
23736815,23736753,0,0,20.52,36.15,19.58,3.95,0,0.66,0.27,0.32,2.06,0.95,13.02,1.27,0.7,0.53,NA
23736819,23737777,0,0,6.63,49.91,33.78,9.02,0,0.11,0,0,0,0,0,0,0.55,0,NA
23736833,23736845,0,0,19.93,43.76,21.18,11.87,0,0,0,0,0,0.35,2.72,0,0,0.19,NA
23736835,23736789,1.42,0,0.98,6.14,2.78,2.12,0,0,1.06,0.36,1.9,0,68.25,10.27,1.54,3.18,NA
23736839,23736835,3.72,0,0.4,3.46,1.73,0.93,0,0,3.86,0.67,4.66,0,78.59,0.27,0.4,1.33,NA
23736845,23736319,0,0,18.29,47.82,23.85,8.68,0,0,0,0,0,0.14,1.09,0,0,0.13,NA
23736849,23736835,0,0,1.89,14.05,10.69,10.69,0,0,0,0,0,0,55.77,0,0,6.92,NA
23736859,23737759,2.6,0,2.86,21.19,22.05,28.39,0,0,0,0,0.28,0.43,16.74,1.1,0.73,3.63,NA
23736969,23736981,0.06,0,8.49,21.46,18.86,3.07,1.84,10.1,3.45,3.38,4.08,3.66,15.73,1.72,3.79,0.31,NA
23736981,23736989,0.23,0,8.39,22.35,19.7,3.16,1.76,9.68,3.31,3.24,3.91,3.57,15.07,1.65,3.68,0.3,NA
23736989,23735713,0.82,0,8.22,22.65,19.9,3.38,1.72,9.41,3.22,3.15,3.8,3.48,14.71,1.6,3.58,0.36,NA
23736991,23737001,0,0,19.59,41.44,14.36,0.27,0,5.98,2.2,2.82,3.37,9.97,0,0,0,0,NA
23737001,23737005,10.9,0,17.02,34.07,11.01,0.16,0.12,10.18,3.1,2.31,3.86,7.24,0,0,0,0.04,NA
23737005,23735715,16.24,0,16.63,32,10.12,0.18,3.45,7.59,2.06,1.53,2.82,7.01,0,0,0,0.37,NA
23737753,23736653,1.94,0,0,0,0,0,14.21,0,0,0,11.63,1.16,14.08,26.36,25.97,4.65,NA
23737755,23737779,19.56,0,7.13,18.37,0.35,0,0,0,0.12,1.95,3.07,0,35.02,8.97,3.68,1.77,NA
23737757,23736723,2.19,0,22.36,26.35,22.42,2.47,0,2.64,2.64,0.9,1.12,0.28,5,0,4.83,6.8,NA
23737759,23736309,31.95,0,1.41,8.04,7.66,9.72,1.15,0.07,0,0,1.58,2.2,15.26,1.61,14.41,4.95,NA
23737761,23736859,3.27,0,3.27,24.74,22.72,23.99,0,0,0,0,0.32,0.54,16.07,1.38,0.54,3.16,NA
23737763,23736795,0,0,0,0.72,0,0,0,0,0,0,0,0,18.59,77.98,0.54,2.17,NA
23737765,23736839,4.02,0,0.43,3.74,1.87,1.01,0,0,4.17,0.72,5.03,0,76.87,0.29,0.43,1.44,NA
23737777,23736311,0.18,0,6.58,49.37,32.99,8.8,0,0.11,0.22,0,0.57,0,0,0,1.18,0,NA
23737779,23736569,18.57,0,7.06,18.5,0.45,0,0,0,0.11,1.77,3.03,0,32.45,8.14,5.81,4.11,NA
23737781,23736779,1.25,0,1.05,5.98,2.43,1.85,0,0.1,1.02,0.32,4.57,0,65.12,11.12,2.14,3.04,NA
23737789,23737793,0,0,4.84,5.36,0.49,0.01,0,21.47,2.76,5.68,4.86,4.24,40.84,6.58,2.86,0,NA
23737791,23737789,0,0,3.25,4.32,0.17,0,0,20.23,2.61,7.1,5.63,6.83,43.17,5.09,1.61,0,NA
23737793,23737795,0,0,4.82,5.35,0.49,0.01,0,21.45,2.81,5.82,4.86,4.23,40.7,6.56,2.9,0,NA
23737795,23737877,0,0,4.82,5.34,0.48,0.01,0,21.47,2.84,5.82,4.85,4.22,40.64,6.55,2.95,0,NA
23737797,23737801,21.92,0,0,0,0,0,0,0,0.29,0,1.96,0,24.31,0.57,38.86,12.08,NA
23737799,23736611,25.15,0,0,0,0,0,0,0,0.33,0,2.25,0,26.13,0.66,33.33,12.14,NA
23737801,23737983,21.84,0,0,0,0,0,0,0,0.29,0,1.95,0,24.32,0.57,38.99,12.04,NA
23737803,23737805,4.25,0,1.49,1.11,0.12,0,0.47,0,0,0,3,0,38.78,23.31,18.32,9.14,NA
23737805,23735697,6.85,0,1.43,1.09,0.11,0,0.61,0,0,0,2.88,0,37.29,22.4,18.49,8.83,NA
23737861,23737757,3.12,0,20.38,21.98,28.22,3.52,0,3.76,0.96,0.88,0,0.4,0.48,0,6.63,9.67,NA
23737863,23737763,0,0,0,0.73,0,0,0,0,0,0,0,0,18.73,78.55,0.18,1.82,NA
23737865,23738063,0.11,0,18.86,21.53,7.56,1.43,0.21,3.3,12.55,4.44,7.33,1.32,17.17,1.63,1.9,0.66,NA
23737867,23736339,0.11,0,18.86,21.53,7.56,1.43,0.21,3.3,12.55,4.44,7.33,1.32,17.17,1.63,1.9,0.66,NA
23737869,23736337,0.11,0,18.78,21.46,7.52,1.42,0.21,3.28,12.51,4.44,7.31,1.31,17.32,1.77,1.91,0.66,NA
23737871,23736331,2.34,0,0,0,0,0,0,0,0,0,0,0,72.3,0.47,7.04,17.84,NA
23737873,23736597,3.24,0,1.67,4.4,0.32,0,0,0,0,0,1.99,0.97,24.38,1.69,34.44,26.9,NA
23737875,23736561,0.03,0,3.62,6.31,0.78,0,0,8.59,2.32,5.18,4.15,4.36,53.58,6.72,4.09,0.28,NA
23737877,23736563,0.03,0,4.81,5.33,0.48,0.01,0,21.45,2.87,5.81,4.85,4.22,40.61,6.54,2.97,0,NA
23737879,23736613,0,0,0,0,0,0,0,0,0,0,1.26,0,31.91,0,64.33,2.51,NA
23737881,23736327,0.06,0,0,0,0,0,0.27,0.13,0,0.15,0.8,0,49.54,45.66,0.64,2.75,NA
23737883,23735705,38.53,0,0,0.59,5.59,53.24,2.06,0,0,0,0,0,0,0,0,0,NA
23737885,23735711,7.66,0,0,0,0,0,2.08,0,0,0,2.42,0.62,34.87,0,30.71,21.63,NA
23737901,23735709,23.53,0,0.08,0.16,0.37,1.46,6.62,0,0,0.08,0.35,1.54,21.65,2.59,23.98,17.6,NA
23737903,23737989,5.74,0,6.95,27.05,31.94,13.72,0.23,0.02,0.9,0.39,0.75,1.83,3.43,1.83,4.15,1.05,NA
23737909,23738151,2.67,0,7.4,28.83,34.05,14.47,0.04,0.03,0.96,0.42,0.77,1.96,3.03,1.96,2.5,0.92,NA
23737919,23737985,0.11,0,18.87,21.54,7.57,1.43,0.21,3.3,12.57,4.45,7.32,1.32,17.15,1.61,1.88,0.66,NA
23737921,23737967,0.76,0,0,0,0,0,4.74,0,0,0,0.76,0.57,34.6,3.79,29.76,25.02,NA
23737923,23737885,2.83,0,0,0,0,0,2.19,0,0,0,2.55,0.65,36.69,0,32.32,22.76,NA
23737925,23736361,0,0,23.3,47.65,25.74,0,0,0,0,0,0,0.87,0,0,1.05,1.39,NA
23737927,23737925,0,0,25.15,46.31,26.15,0,0,0,0,0,0,0,0,0,1.2,1.2,NA
23737929,23736363,0,0,12.6,37.53,20.06,1.03,0,0,0,0,0,4.37,0,0,5.39,19.02,NA
23737931,23737929,0,0,12.57,37.43,20.86,1.07,0,0,0,0,0,4.55,0,0,5.61,17.91,NA
23737933,23737935,0.11,0,18.86,21.53,7.56,1.43,0.21,3.3,12.56,4.44,7.33,1.32,17.17,1.63,1.89,0.66,NA
23737935,23737869,0.11,0,18.86,21.53,7.56,1.43,0.21,3.3,12.55,4.44,7.33,1.32,17.17,1.63,1.89,0.66,NA
23737937,23737939,0.11,0,18.87,21.54,7.57,1.43,0.21,3.3,12.57,4.45,7.33,1.32,17.16,1.61,1.88,0.66,NA
23737939,23737941,0.11,0,18.87,21.54,7.56,1.43,0.21,3.3,12.56,4.44,7.33,1.32,17.17,1.63,1.88,0.66,NA
23737941,23737933,0.11,0,18.87,21.53,7.56,1.43,0.21,3.3,12.56,4.44,7.33,1.32,17.16,1.63,1.89,0.66,NA
23737943,23737919,0.11,0,18.87,21.54,7.57,1.43,0.21,3.3,12.57,4.45,7.32,1.32,17.15,1.61,1.88,0.66,NA
23737945,23737871,2.34,0,0,0,0,0,0,0,0,0,0,0,72.3,0.47,7.04,17.84,NA
23737947,23737883,11.45,0,0,0,7.46,77.61,3.48,0,0,0,0,0,0,0,0,0,NA
23737959,23737945,2.46,0,0,0,0,0,0,0,0,0,0,0,72.41,0.49,7.39,17.24,NA
23737961,23737947,12.11,0,0,0,7.89,76.84,3.16,0,0,0,0,0,0,0,0,0,NA
23737967,23737901,12.43,0,0.1,0.2,0.47,1.84,5.94,0,0,0,0.44,1.67,27.3,3.27,26.76,19.58,NA
23737983,23735695,17.9,0,0.29,1.49,0,0,0.11,0,0.18,0,1.61,0,24.39,1.65,36.12,16.25,NA
23737985,23736341,0.11,0,18.87,21.54,7.57,1.43,0.21,3.3,12.57,4.45,7.32,1.32,17.15,1.61,1.9,0.66,NA
23737989,23735707,16.59,0,5.83,23.18,26.46,11.63,1.29,0.02,0.71,0.31,0.61,1.54,3.94,1.46,5.29,1.16,NA
23738041,23737941,0.11,0,18.87,21.54,7.57,1.43,0.21,3.3,12.57,4.45,7.32,1.32,17.15,1.61,1.88,0.66,NA
23738043,23738057,0.11,0,18.9,21.56,7.58,1.43,0.21,3.28,12.59,4.45,7.31,1.32,17.17,1.61,1.84,0.64,NA
23738045,23737943,0.11,0,18.87,21.54,7.57,1.43,0.21,3.3,12.57,4.45,7.33,1.32,17.16,1.61,1.88,0.66,NA
23738047,23738055,3.12,0,20.38,21.98,28.22,3.52,0,3.76,0.96,0.88,0,0.4,0.48,0,6.63,9.67,NA
23738049,23737937,0.11,0,18.87,21.55,7.57,1.43,0.21,3.3,12.57,4.45,7.32,1.32,17.15,1.61,1.87,0.66,NA
23738051,23738049,0.11,0,18.89,21.52,7.59,1.44,0.21,3.28,12.61,4.45,7.31,1.32,17.17,1.61,1.84,0.65,NA
23738053,23738043,0.11,0,18.9,21.53,7.6,1.44,0.21,3.27,12.61,4.45,7.3,1.32,17.17,1.61,1.83,0.64,NA
23738055,23738059,3.1,0,20.51,21.94,28.06,3.5,0,3.74,0.95,0.88,0,0.4,0.48,0,6.83,9.62,NA
23738057,23738049,0.11,0,18.89,21.56,7.58,1.43,0.21,3.29,12.58,4.45,7.31,1.32,17.16,1.61,1.85,0.65,NA
23738059,23736357,3.1,0,20.47,21.9,28.02,3.49,0,3.73,0.95,0.87,0,0.4,0.48,0,6.98,9.6,NA
23738061,23737865,0.11,0,18.86,21.53,7.56,1.43,0.21,3.3,12.55,4.44,7.33,1.32,17.17,1.63,1.89,0.66,NA
23738063,23737867,0.11,0,18.86,21.53,7.56,1.43,0.21,3.3,12.55,4.44,7.33,1.32,17.17,1.63,1.9,0.66,NA
23738065,23738041,0.11,0,18.87,21.54,7.57,1.43,0.21,3.3,12.57,4.45,7.32,1.32,17.15,1.61,1.88,0.66,NA
23738067,23738061,0.11,0,18.86,21.53,7.56,1.43,0.21,3.3,12.56,4.44,7.33,1.32,17.17,1.63,1.89,0.66,NA
23738069,23736603,0.95,0.03,1.06,0.58,0.22,0.05,0.54,0.3,32.09,0.26,29.05,7.31,1.71,8.14,0.43,0.36,NA
23738083,23736593,0,0,0.36,0.18,0,0,0,0,0,0,0,0,77.22,2.89,8.68,10.67,NA
23738151,23737903,4.4,0,7.13,27.79,32.82,13.94,0.18,0.02,0.93,0.4,0.74,1.89,3.28,1.89,3.59,1.01,NA
23751752,23763449,1.72,0,0.64,0.22,0.08,0.02,1.26,0.2,80.6,0.48,11.6,1.03,1.2,0.75,0.19,0.03,NA
23751754,23751752,1.71,0,0.64,0.22,0.08,0.02,1.26,0.2,80.63,0.48,11.61,1.02,1.19,0.74,0.18,0.02,NA
23751756,23751754,1.71,0,0.64,0.22,0.08,0.02,1.26,0.2,80.64,0.48,11.61,1.02,1.19,0.74,0.18,0.02,NA
23751758,23751756,1.71,0,0.62,0.18,0.06,0.01,1.26,0.19,80.8,0.47,11.62,1.01,1.16,0.73,0.16,0.02,NA
23751760,23751758,1.7,0,0.62,0.18,0.06,0.01,1.26,0.19,80.82,0.47,11.63,1.01,1.15,0.73,0.16,0.02,NA
23751762,23751760,1.7,0,0.62,0.18,0.06,0.01,1.26,0.19,80.82,0.47,11.63,1.01,1.15,0.73,0.15,0.02,NA
23751764,23751762,1.7,0,0.62,0.18,0.06,0.01,1.26,0.19,80.83,0.47,11.63,1,1.15,0.73,0.15,0.02,NA
23751766,23751764,1.7,0,0.61,0.17,0.06,0.01,1.27,0.18,81.06,0.42,11.66,0.99,1.04,0.7,0.12,0.02,NA
23751768,23751766,1.7,0,0.61,0.17,0.06,0.01,1.27,0.18,81.06,0.42,11.66,0.99,1.04,0.7,0.12,0.02,NA
23751770,23751768,1.7,0,0.61,0.17,0.06,0.01,1.27,0.18,81.06,0.42,11.66,0.99,1.04,0.7,0.12,0.02,NA
23751772,23751770,1.7,0,0.61,0.17,0.06,0.01,1.27,0.18,81.06,0.42,11.66,0.99,1.04,0.7,0.12,0.02,NA
23751774,23751772,1.7,0,0.61,0.17,0.06,0.01,1.27,0.18,81.06,0.42,11.66,0.99,1.04,0.7,0.12,0.02,NA
23751776,23751774,1.7,0,0.61,0.17,0.06,0.01,1.27,0.18,81.06,0.42,11.66,0.99,1.04,0.7,0.12,0.02,NA
23751778,23751776,1.7,0,0.61,0.16,0.05,0.01,1.27,0.17,81.4,0.41,11.65,0.93,0.91,0.65,0.07,0.01,NA
23751780,23751778,1.72,0,0.61,0.14,0.05,0.01,1.29,0.16,81.73,0.4,11.56,0.86,0.77,0.65,0.06,0,NA
23751782,23751780,1.73,0,0.56,0.11,0.04,0.01,1.3,0.16,82.21,0.39,11.61,0.83,0.49,0.51,0.03,0,NA
23751784,23751780,0.05,0,4.8,1.62,0.34,0.06,0.05,0.02,41.02,1.25,7.75,4.78,25.44,11.94,0.84,0.05,NA
23751786,23751784,0.05,0,4.8,1.62,0.34,0.06,0.05,0.02,41.03,1.25,7.75,4.78,25.44,11.94,0.83,0.05,NA
23751788,23751782,1.92,0,0.68,0.13,0.05,0.01,1.56,0.1,81.77,0.27,12.17,0.5,0.42,0.39,0.02,0,NA
23751790,23751788,1.92,0,0.68,0.13,0.05,0.01,1.56,0.1,81.78,0.27,12.17,0.5,0.42,0.38,0.02,0,NA
23751794,25018631,1.92,0,0.68,0.13,0.05,0.01,1.56,0.1,81.8,0.27,12.17,0.5,0.42,0.36,0.02,0,NA
23751796,23751794,1.92,0,0.68,0.13,0.05,0.01,1.56,0.1,81.8,0.27,12.17,0.5,0.42,0.36,0.02,0,NA
23751798,23751796,1.92,0,0.68,0.13,0.05,0.01,1.56,0.1,81.82,0.27,12.18,0.5,0.42,0.35,0.02,0,NA
23751800,23751798,1.92,0,0.68,0.13,0.05,0.01,1.56,0.1,81.83,0.27,12.18,0.5,0.42,0.34,0.02,0,NA
23751802,23751800,0.01,0,0.9,0.13,0.04,0,0.02,0.91,78.61,1.69,7.55,2.64,3.77,3.72,0,0,NA
23751804,23751802,0.01,0,0.9,0.13,0.04,0,0.02,0.91,78.61,1.69,7.55,2.64,3.77,3.72,0,0,NA
23751806,23751804,0.01,0,0.2,0.01,0,0,0.03,0.76,84.15,1.66,8.28,2.61,1.19,1.09,0,0,NA
23751808,23751806,0,0,0.19,0.01,0,0,0.02,0.82,85.19,1.78,7.54,2.69,1.08,0.69,0,0,NA
23751810,23751808,0,0,0,0,0,0,0.02,0.72,87.63,1.9,7.31,1.83,0.44,0.15,0,0,NA
23751812,23751810,0,0,0,0,0,0,0,1.64,82.76,2.07,5.76,4.01,2.24,1.51,0,0,NA
